"","Nazwa","Typ","Regon","WK","PK","GK","GT","PT","id","Rok","TypOkresu","Okres","Dzial","Rozdzial","Paragraf","P4","PL","ZA","WW"
"13","Szkoła Podstawowa Nr 7","JB","001070630     ","10","02","01","1","0","Rb28s_216eefc41e244a948edccfe86f061350","2022","Kwartal","4","801","80101","441","0","2100.00","99.00","99.00"
"14","Szkoła Podstawowa Nr 7","JB","001070630     ","10","02","01","1","0","Rb28s_216eefc41e244a948edccfe86f061350","2022","Kwartal","4","801","80101","444","0","184388.00","184388.00","184388.00"
"15","Szkoła Podstawowa Nr 7","JB","001070630     ","10","02","01","1","0","Rb28s_216eefc41e244a948edccfe86f061350","2022","Kwartal","4","801","80101","448","0","310.00","",""
"16","Szkoła Podstawowa Nr 7","JB","001070630     ","10","02","01","1","0","Rb28s_216eefc41e244a948edccfe86f061350","2022","Kwartal","4","801","80101","470","0","4190.00","2117.00","2117.00"
"17","Szkoła Podstawowa Nr 7","JB","001070630     ","10","02","01","1","0","Rb28s_216eefc41e244a948edccfe86f061350","2022","Kwartal","4","801","80101","479","0","1870338.00","1870043.68","1816704.04"
"18","Szkoła Podstawowa Nr 7","JB","001070630     ","10","02","01","1","0","Rb28s_216eefc41e244a948edccfe86f061350","2022","Kwartal","4","801","80101","480","0","125450.00","125417.31","125417.31"
"19","Szkoła Podstawowa Nr 7","JB","001070630     ","10","02","01","1","0","Rb28s_216eefc41e244a948edccfe86f061350","2022","Kwartal","4","801","80101","605","0","50000.00","49999.99","49999.99"
"20","Szkoła Podstawowa Nr 7","JB","001070630     ","10","02","01","1","0","Rb28s_216eefc41e244a948edccfe86f061350","2022","Kwartal","4","801","80101","606","0","90000.00","90000.00","90000.00"
"21","Szkoła Podstawowa Nr 7","JB","001070630     ","10","02","01","1","0","Rb28s_216eefc41e244a948edccfe86f061350","2022","Kwartal","4","801","80107","411","0","31835.00","31119.07","30136.12"
"22","Szkoła Podstawowa Nr 7","JB","001070630     ","10","02","01","1","0","Rb28s_216eefc41e244a948edccfe86f061350","2022","Kwartal","4","801","80107","412","0","3120.00","2581.49","2581.49"
"23","Szkoła Podstawowa Nr 7","JB","001070630     ","10","02","01","1","0","Rb28s_216eefc41e244a948edccfe86f061350","2022","Kwartal","4","801","80107","444","0","8710.00","8710.00","8710.00"
"24","Szkoła Podstawowa Nr 7","JB","001070630     ","10","02","01","1","0","Rb28s_216eefc41e244a948edccfe86f061350","2022","Kwartal","4","801","80107","479","0","158910.00","156697.60","155207.57"
"25","Szkoła Podstawowa Nr 7","JB","001070630     ","10","02","01","1","0","Rb28s_216eefc41e244a948edccfe86f061350","2022","Kwartal","4","801","80107","480","0","12800.00","12783.97","12783.97"
"26","Szkoła Podstawowa Nr 7","JB","001070630     ","10","02","01","1","0","Rb28s_216eefc41e244a948edccfe86f061350","2022","Kwartal","4","801","80146","430","0","4222.00","2260.00","2260.00"
"27","Szkoła Podstawowa Nr 7","JB","001070630     ","10","02","01","1","0","Rb28s_216eefc41e244a948edccfe86f061350","2022","Kwartal","4","801","80146","470","0","7038.00","6990.00","6990.00"
"28","Szkoła Podstawowa Nr 7","JB","001070630     ","10","02","01","1","0","Rb28s_216eefc41e244a948edccfe86f061350","2022","Kwartal","4","801","80150","411","0","5321.00","5130.37","5130.37"
"29","Szkoła Podstawowa Nr 7","JB","001070630     ","10","02","01","1","0","Rb28s_216eefc41e244a948edccfe86f061350","2022","Kwartal","4","801","80150","412","0","680.00","680.00","680.00"
"30","Szkoła Podstawowa Nr 7","JB","001070630     ","10","02","01","1","0","Rb28s_216eefc41e244a948edccfe86f061350","2022","Kwartal","4","801","80150","471","0","99.00","",""
"31","Szkoła Podstawowa Nr 7","JB","001070630     ","10","02","01","1","0","Rb28s_216eefc41e244a948edccfe86f061350","2022","Kwartal","4","801","80150","479","0","32335.00","29845.11","29845.11"
"32","Szkoła Podstawowa Nr 7","JB","001070630     ","10","02","01","1","0","Rb28s_216eefc41e244a948edccfe86f061350","2022","Kwartal","4","801","80153","424","0","31454.28","31454.28","31454.28"
"33","Szkoła Podstawowa Nr 7","JB","001070630     ","10","02","01","1","0","Rb28s_216eefc41e244a948edccfe86f061350","2022","Kwartal","4","854","85416","324","0","6448.00","6448.00","6448.00"
"34","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","801","80101","302","0","17900.00","17895.92","17895.92"
"35","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","801","80101","401","0","915187.00","846086.60","846086.60"
"36","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","801","80101","404","0","60700.00","60671.87","60671.87"
"37","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","801","80101","411","0","961912.00","920981.23","864745.42"
"38","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","801","80101","412","0","140703.00","90132.15","83281.11"
"39","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","801","80101","417","0","7000.00","",""
"40","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","801","80101","421","0","120630.00","120628.84","120628.84"
"41","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","801","80101","424","0","52000.00","15389.06","15389.06"
"42","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","801","80101","426","0","414000.00","294241.20","273772.28"
"43","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","801","80101","427","0","32497.00","32276.34","32276.34"
"44","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","801","80101","428","0","4000.00","2270.00","2270.00"
"45","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","801","80101","430","0","148150.00","148121.32","148121.32"
"46","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","801","80101","436","0","9200.00","5310.91","5310.91"
"47","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","801","80101","441","0","1100.00","818.45","818.45"
"48","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","801","80101","444","0","357533.00","357532.35","357532.35"
"49","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","801","80101","448","0","1000.00","143.00","143.00"
"50","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","801","80101","470","0","4000.00","3132.00","3132.00"
"51","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","801","80101","471","0","10047.00","4117.70","4117.70"
"52","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","801","80101","479","0","4368718.00","4174698.33","4075893.23"
"53","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","801","80101","480","0","320200.00","320109.01","320109.01"
"54","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","801","80101","605","0","40000.00","40000.00","40000.00"
"55","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","801","80101","606","0","222300.00","222300.00","222300.00"
"56","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","801","80107","302","0","1000.00","1000.00","1000.00"
"57","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","801","80107","411","0","52700.00","47693.41","43348.91"
"58","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","801","80107","412","0","8000.00","5001.02","4534.11"
"59","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","801","80107","444","0","17252.00","17251.11","17251.11"
"60","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","801","80107","471","0","1500.00","",""
"61","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","801","80107","479","0","286498.00","279626.18","276276.57"
"62","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","801","80107","480","0","19500.00","19431.58","19431.58"
"63","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","801","80146","430","0","10087.00","6199.20","6199.20"
"64","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","801","80146","470","0","16813.00","16741.00","16741.00"
"65","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","801","80148","302","0","1100.00","1057.37","1057.37"
"66","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","801","80148","401","0","329460.00","324336.82","322012.13"
"67","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","801","80148","404","0","21500.00","21456.70","21456.70"
"68","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","801","80148","411","0","63100.00","61557.42","56530.23"
"69","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","801","80148","412","0","8300.00","4882.53","4552.81"
"70","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","801","80148","422","0","563000.00","546715.50","546715.50"
"71","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","801","80148","428","0","700.00","210.00","210.00"
"72","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","801","80148","444","0","12190.00","12189.57","12189.57"
"73","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","801","80148","471","0","1000.00","",""
"74","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","801","80150","411","0","96500.00","96304.68","96304.68"
"75","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","801","80150","412","0","14500.00","13771.26","13771.26"
"76","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","801","80150","421","0","8000.00","7795.63","7795.63"
"77","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","801","80150","424","0","4000.00","3974.44","3974.44"
"78","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","801","80150","479","0","529100.00","527865.97","527865.97"
"79","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","801","80150","480","0","34500.00","34498.06","34498.06"
"80","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","801","80150","606","0","10000.00","10000.00","10000.00"
"81","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","801","80153","424","0","56768.58","56768.58","56768.58"
"82","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","854","85416","324","0","28520.00","28520.00","28520.00"
"83","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","926","92601","302","0","2100.00","597.08","597.08"
"84","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","926","92601","401","0","251835.00","235919.10","234569.67"
"85","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","926","92601","404","0","14900.00","14866.34","14866.34"
"86","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","926","92601","411","0","47800.00","43003.13","41069.35"
"87","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","926","92601","412","0","6800.00","6207.88","5790.71"
"88","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","926","92601","421","0","7639.00","2788.30","2788.30"
"89","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","926","92601","426","0","696000.00","661720.19","577308.78"
"90","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","926","92601","430","0","6000.00","3671.51","2527.79"
"91","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","926","92601","444","0","8315.00","8314.85","8314.85"
"92","Szkoła Podstawowa Nr 9","JB","001070630     ","10","02","01","1","0","Rb28s_5efa87370d8f4511929ff105b7713ce6","2022","Kwartal","4","926","92601","471","0","1000.00","",""
"93","Szkoła Podstawowa Nr 2","JB","368245067     ","10","02","01","1","0","Rb28s_cfad89317d6043508f7cbfe72f825327","2022","Kwartal","4","801","80101","302","0","11900.00","10847.83","10847.83"
"94","Szkoła Podstawowa Nr 2","JB","368245067     ","10","02","01","1","0","Rb28s_cfad89317d6043508f7cbfe72f825327","2022","Kwartal","4","801","80101","401","0","639800.00","621507.31","621507.31"
"95","Szkoła Podstawowa Nr 2","JB","368245067     ","10","02","01","1","0","Rb28s_cfad89317d6043508f7cbfe72f825327","2022","Kwartal","4","801","80101","404","0","47078.00","47077.32","47077.32"
"96","Szkoła Podstawowa Nr 2","JB","368245067     ","10","02","01","1","0","Rb28s_cfad89317d6043508f7cbfe72f825327","2022","Kwartal","4","801","80101","411","0","454283.00","438156.60","438156.60"
"97","Szkoła Podstawowa Nr 2","JB","368245067     ","10","02","01","1","0","Rb28s_cfad89317d6043508f7cbfe72f825327","2022","Kwartal","4","801","80101","412","0","54763.00","48029.25","48029.25"
"98","Szkoła Podstawowa Nr 2","JB","368245067     ","10","02","01","1","0","Rb28s_cfad89317d6043508f7cbfe72f825327","2022","Kwartal","4","801","80101","417","0","5200.00","",""
"99","Szkoła Podstawowa Nr 2","JB","368245067     ","10","02","01","1","0","Rb28s_cfad89317d6043508f7cbfe72f825327","2022","Kwartal","4","801","80101","421","0","106010.00","74213.99","74213.99"
"100","Szkoła Podstawowa Nr 2","JB","368245067     ","10","02","01","1","0","Rb28s_cfad89317d6043508f7cbfe72f825327","2022","Kwartal","4","801","80101","424","0","9150.00","9146.94","9146.94"
"101","Szkoła Podstawowa Nr 2","JB","368245067     ","10","02","01","1","0","Rb28s_cfad89317d6043508f7cbfe72f825327","2022","Kwartal","4","801","80101","426","0","241000.00","228010.58","228010.58"
"102","Szkoła Podstawowa Nr 2","JB","368245067     ","10","02","01","1","0","Rb28s_cfad89317d6043508f7cbfe72f825327","2022","Kwartal","4","801","80101","427","0","15600.00","14753.73","14753.73"
"103","Szkoła Podstawowa Nr 2","JB","368245067     ","10","02","01","1","0","Rb28s_cfad89317d6043508f7cbfe72f825327","2022","Kwartal","4","801","80101","428","0","5000.00","4260.00","4260.00"
"104","Szkoła Podstawowa Nr 2","JB","368245067     ","10","02","01","1","0","Rb28s_cfad89317d6043508f7cbfe72f825327","2022","Kwartal","4","801","80101","430","0","73237.00","71021.49","71021.49"
"105","Szkoła Podstawowa Nr 2","JB","368245067     ","10","02","01","1","0","Rb28s_cfad89317d6043508f7cbfe72f825327","2022","Kwartal","4","801","80101","436","0","6800.00","5262.43","5262.43"
"106","Szkoła Podstawowa Nr 2","JB","368245067     ","10","02","01","1","0","Rb28s_cfad89317d6043508f7cbfe72f825327","2022","Kwartal","4","801","80101","441","0","1160.00","82.60","82.60"
"107","Szkoła Podstawowa Nr 2","JB","368245067     ","10","02","01","1","0","Rb28s_cfad89317d6043508f7cbfe72f825327","2022","Kwartal","4","801","80101","444","0","178629.00","172137.97","172137.97"
"108","Szkoła Podstawowa Nr 2","JB","368245067     ","10","02","01","1","0","Rb28s_cfad89317d6043508f7cbfe72f825327","2022","Kwartal","4","801","80101","448","0","316.00","",""
"109","Szkoła Podstawowa Nr 2","JB","368245067     ","10","02","01","1","0","Rb28s_cfad89317d6043508f7cbfe72f825327","2022","Kwartal","4","801","80101","453","0","500.00","",""
"110","Szkoła Podstawowa Nr 2","JB","368245067     ","10","02","01","1","0","Rb28s_cfad89317d6043508f7cbfe72f825327","2022","Kwartal","4","801","80101","470","0","3187.00","1105.00","1105.00"
"111","Szkoła Podstawowa Nr 2","JB","368245067     ","10","02","01","1","0","Rb28s_cfad89317d6043508f7cbfe72f825327","2022","Kwartal","4","801","80101","471","0","3000.00","2520.57","2520.57"
"112","Szkoła Podstawowa Nr 2","JB","368245067     ","10","02","01","1","0","Rb28s_cfad89317d6043508f7cbfe72f825327","2022","Kwartal","4","801","80101","479","0","1827606.00","1742196.34","1742196.34"
"113","Szkoła Podstawowa Nr 2","JB","368245067     ","10","02","01","1","0","Rb28s_cfad89317d6043508f7cbfe72f825327","2022","Kwartal","4","801","80101","480","0","130391.00","130390.69","130390.69"
"114","Szkoła Podstawowa Nr 2","JB","368245067     ","10","02","01","1","0","Rb28s_cfad89317d6043508f7cbfe72f825327","2022","Kwartal","4","801","80101","606","0","80100.00","80100.00","80100.00"
"115","Szkoła Podstawowa Nr 2","JB","368245067     ","10","02","01","1","0","Rb28s_cfad89317d6043508f7cbfe72f825327","2022","Kwartal","4","801","80107","411","0","27500.00","24216.40","24216.40"
"116","Szkoła Podstawowa Nr 2","JB","368245067     ","10","02","01","1","0","Rb28s_cfad89317d6043508f7cbfe72f825327","2022","Kwartal","4","801","80107","412","0","3500.00","3102.90","3102.90"
"117","Szkoła Podstawowa Nr 2","JB","368245067     ","10","02","01","1","0","Rb28s_cfad89317d6043508f7cbfe72f825327","2022","Kwartal","4","801","80107","444","0","6700.00","6699.46","6699.46"
"118","Szkoła Podstawowa Nr 2","JB","368245067     ","10","02","01","1","0","Rb28s_cfad89317d6043508f7cbfe72f825327","2022","Kwartal","4","801","80107","471","0","1000.00","32.85","32.85"
"119","Szkoła Podstawowa Nr 2","JB","368245067     ","10","02","01","1","0","Rb28s_cfad89317d6043508f7cbfe72f825327","2022","Kwartal","4","801","80107","479","0","123500.00","113868.44","113868.44"
"120","Szkoła Podstawowa Nr 2","JB","368245067     ","10","02","01","1","0","Rb28s_cfad89317d6043508f7cbfe72f825327","2022","Kwartal","4","801","80107","480","0","10333.00","10332.13","10332.13"
"121","Szkoła Podstawowa Nr 2","JB","368245067     ","10","02","01","1","0","Rb28s_cfad89317d6043508f7cbfe72f825327","2022","Kwartal","4","801","80146","430","0","4269.00","1200.00","1200.00"
"122","Szkoła Podstawowa Nr 2","JB","368245067     ","10","02","01","1","0","Rb28s_cfad89317d6043508f7cbfe72f825327","2022","Kwartal","4","801","80146","470","0","7116.00","7025.20","7025.20"
"123","Szkoła Podstawowa Nr 2","JB","368245067     ","10","02","01","1","0","Rb28s_cfad89317d6043508f7cbfe72f825327","2022","Kwartal","4","801","80148","302","0","1900.00","1714.65","1714.65"
"124","Szkoła Podstawowa Nr 2","JB","368245067     ","10","02","01","1","0","Rb28s_cfad89317d6043508f7cbfe72f825327","2022","Kwartal","4","801","80148","401","0","209900.00","202602.29","202602.29"
"125","Szkoła Podstawowa Nr 2","JB","368245067     ","10","02","01","1","0","Rb28s_cfad89317d6043508f7cbfe72f825327","2022","Kwartal","4","801","80148","404","0","14450.00","14449.55","14449.55"
"126","Szkoła Podstawowa Nr 2","JB","368245067     ","10","02","01","1","0","Rb28s_cfad89317d6043508f7cbfe72f825327","2022","Kwartal","4","801","80148","411","0","40700.00","37585.56","37585.56"
"127","Szkoła Podstawowa Nr 2","JB","368245067     ","10","02","01","1","0","Rb28s_cfad89317d6043508f7cbfe72f825327","2022","Kwartal","4","801","80148","412","0","6300.00","4073.29","4073.29"
"128","Szkoła Podstawowa Nr 2","JB","368245067     ","10","02","01","1","0","Rb28s_cfad89317d6043508f7cbfe72f825327","2022","Kwartal","4","801","80148","421","0","72181.00","72180.15","72180.15"
"129","Szkoła Podstawowa Nr 2","JB","368245067     ","10","02","01","1","0","Rb28s_cfad89317d6043508f7cbfe72f825327","2022","Kwartal","4","801","80148","422","0","225000.00","181849.82","181849.82"
"130","Szkoła Podstawowa Nr 2","JB","368245067     ","10","02","01","1","0","Rb28s_cfad89317d6043508f7cbfe72f825327","2022","Kwartal","4","801","80148","430","0","14400.00","14400.00","14400.00"
"131","Szkoła Podstawowa Nr 2","JB","368245067     ","10","02","01","1","0","Rb28s_cfad89317d6043508f7cbfe72f825327","2022","Kwartal","4","801","80148","444","0","9147.00","9146.33","9146.33"
"132","Szkoła Podstawowa Nr 2","JB","368245067     ","10","02","01","1","0","Rb28s_cfad89317d6043508f7cbfe72f825327","2022","Kwartal","4","801","80148","471","0","1000.00","",""
"133","Szkoła Podstawowa Nr 2","JB","368245067     ","10","02","01","1","0","Rb28s_cfad89317d6043508f7cbfe72f825327","2022","Kwartal","4","801","80150","411","0","22000.00","21545.90","21545.90"
"134","Szkoła Podstawowa Nr 2","JB","368245067     ","10","02","01","1","0","Rb28s_cfad89317d6043508f7cbfe72f825327","2022","Kwartal","4","801","80150","412","0","3000.00","2807.15","2807.15"
"135","Szkoła Podstawowa Nr 2","JB","368245067     ","10","02","01","1","0","Rb28s_cfad89317d6043508f7cbfe72f825327","2022","Kwartal","4","801","80150","444","0","8040.00","8039.35","8039.35"
"136","Szkoła Podstawowa Nr 2","JB","368245067     ","10","02","01","1","0","Rb28s_cfad89317d6043508f7cbfe72f825327","2022","Kwartal","4","801","80150","471","0","1000.00","",""
"137","Szkoła Podstawowa Nr 2","JB","368245067     ","10","02","01","1","0","Rb28s_cfad89317d6043508f7cbfe72f825327","2022","Kwartal","4","801","80150","479","0","124515.00","121353.59","121353.59"
"138","Szkoła Podstawowa Nr 2","JB","368245067     ","10","02","01","1","0","Rb28s_cfad89317d6043508f7cbfe72f825327","2022","Kwartal","4","801","80150","480","0","2720.00","2707.26","2707.26"
"139","Szkoła Podstawowa Nr 2","JB","368245067     ","10","02","01","1","0","Rb28s_cfad89317d6043508f7cbfe72f825327","2022","Kwartal","4","801","80153","424","0","28614.96","28614.96","28614.96"
"140","Szkoła Podstawowa Nr 2","JB","368245067     ","10","02","01","1","0","Rb28s_cfad89317d6043508f7cbfe72f825327","2022","Kwartal","4","854","85416","324","0","3472.00","3472.00","3472.00"
"141","Szkoła Podstawowa Nr 1","JB","000903334     ","10","02","01","1","0","Rb28s_9a67b3d02fc447678630dcabbe745ba8","2022","Kwartal","4","801","80101","302","0","23141.00","20554.76","20554.76"
"142","Szkoła Podstawowa Nr 1","JB","000903334     ","10","02","01","1","0","Rb28s_9a67b3d02fc447678630dcabbe745ba8","2022","Kwartal","4","801","80101","401","0","1139083.00","1133095.70","1099398.93"
"143","Szkoła Podstawowa Nr 1","JB","000903334     ","10","02","01","1","0","Rb28s_9a67b3d02fc447678630dcabbe745ba8","2022","Kwartal","4","801","80101","404","0","68080.00","68070.80","68070.80"
"144","Szkoła Podstawowa Nr 1","JB","000903334     ","10","02","01","1","0","Rb28s_9a67b3d02fc447678630dcabbe745ba8","2022","Kwartal","4","801","80101","411","0","1009136.00","967690.16","902268.62"
"145","Szkoła Podstawowa Nr 1","JB","000903334     ","10","02","01","1","0","Rb28s_9a67b3d02fc447678630dcabbe745ba8","2022","Kwartal","4","801","80101","412","0","109345.00","87811.56","80564.57"
"146","Szkoła Podstawowa Nr 1","JB","000903334     ","10","02","01","1","0","Rb28s_9a67b3d02fc447678630dcabbe745ba8","2022","Kwartal","4","801","80101","417","0","2000.00","",""
"147","Szkoła Podstawowa Nr 1","JB","000903334     ","10","02","01","1","0","Rb28s_9a67b3d02fc447678630dcabbe745ba8","2022","Kwartal","4","801","80101","421","0","134000.00","133848.99","133848.99"
"148","Szkoła Podstawowa Nr 1","JB","000903334     ","10","02","01","1","0","Rb28s_9a67b3d02fc447678630dcabbe745ba8","2022","Kwartal","4","801","80101","424","0","51833.00","51767.80","51767.80"
"149","Szkoła Podstawowa Nr 1","JB","000903334     ","10","02","01","1","0","Rb28s_9a67b3d02fc447678630dcabbe745ba8","2022","Kwartal","4","801","80101","426","0","605462.00","572425.71","507128.26"
"150","Szkoła Podstawowa Nr 1","JB","000903334     ","10","02","01","1","0","Rb28s_9a67b3d02fc447678630dcabbe745ba8","2022","Kwartal","4","801","80101","427","0","75088.00","74892.36","74584.86"
